Condition,File,Label,IoU
original,image_453.jpg,Raam,0.5326
original,image_453.jpg,Raam,0.8659
original,image_453.jpg,Zonnepaneel,0.6932
original,image_453.jpg,Raam,0.5158
original,image_455.jpg,Raam,0.4508
original,image_455.jpg,Raam,0.4858
original,image_455.jpg,Raam,0.3648
original,image_455.jpg,Raam,0.3051
original,image_455.jpg,Deur,0.7788
original,image_455.jpg,Raam,0.3658
original,image_455.jpg,Raam,0.6995
original,image_455.jpg,Raam,0.5428
original,image_455.jpg,Raam,0.3464
original,image_455.jpg,Raam,0.4541
original,image_455.jpg,Raam,0.4384
original,image_455.jpg,Deur,0.7367
original,image_455.jpg,Raam,0.8778
original,image_455.jpg,Raam,0.8002
original,image_455.jpg,Deur,0.8815
original,image_455.jpg,Deur,0.8641
original,image_455.jpg,Raam,0.6611
original,image_456.jpg,Raam,0.4693
original,image_456.jpg,Deur,0.6891
original,image_456.jpg,Deur,0.8025
original,image_457.jpg,Zonnepaneel,0.9118
original,image_457.jpg,Deur,0.5999
original,image_457.jpg,Zonnepaneel,0.8537
original,image_457.jpg,Raam,0.5248
original,image_457.jpg,Raam,0.4172
original,image_457.jpg,Raam,0.6219
original,image_458.jpg,Deur,0.4354
original,image_458.jpg,Deur,0.8472
original,image_459.jpg,Raam,0.4489
original,image_459.jpg,Raam,0.5849
original,image_459.jpg,Raam,0.7135
original,image_459.jpg,Deur,0.7979
original,image_459.jpg,Raam,0.7654
original,image_46.jpg,Deur,0.5696
original,image_46.jpg,Raam,0.833
original,image_46.jpg,Deur,0.8379
original,image_46.jpg,Raam,0.8423
original,image_46.jpg,Raam,0.3025
original,image_461.jpg,Raam,0.7386
original,image_461.jpg,Raam,0.3806
original,image_461.jpg,Raam,0.3188
original,image_461.jpg,Raam,0.3664
original,image_461.jpg,Raam,0.8458
original,image_461.jpg,Raam,0.7715
original,image_461.jpg,Raam,0.8162
original,image_462.jpg,Raam,0.4664
original,image_462.jpg,Raam,0.3783
original,image_462.jpg,Raam,0.3387
original,image_462.jpg,Raam,0.3074
original,image_463.jpg,Zonnepaneel,0.4728
original,image_463.jpg,Zonnepaneel,0.4673
original,image_463.jpg,Raam,0.3564
original,image_463.jpg,Deur,0.9085
original,image_465.jpg,Deur,0.6028
original,image_465.jpg,Raam,0.772
original,image_465.jpg,Deur,0.714
original,image_465.jpg,Raam,0.6448
original,image_465.jpg,Raam,0.33
original,image_466.jpg,Raam,0.3481
original,image_466.jpg,Raam,0.6829
original,image_466.jpg,Deur,0.5888
original,image_467.jpg,Raam,0.7533
original,image_467.jpg,Deur,0.7855
original,image_467.jpg,Raam,0.4956
original,image_467.jpg,Raam,0.5075
original,image_467.jpg,Raam,0.5246
original,image_469.jpg,Deur,0.6382
original,image_469.jpg,Raam,0.7265
original,image_469.jpg,Raam,0.7359
original,image_469.jpg,Raam,0.6681
original,image_469.jpg,Raam,0.6688
original,image_469.jpg,Raam,0.6361
original,image_47.jpg,Deur,0.9
original,image_47.jpg,Raam,0.329
original,image_47.jpg,Raam,0.5634
original,image_47.jpg,Deur,0.364
original,image_470.jpg,Deur,0.8289
original,image_470.jpg,Raam,0.6255
original,image_470.jpg,Raam,0.6154
original,image_470.jpg,Raam,0.3284
original,image_470.jpg,Raam,0.5524
original,image_470.jpg,Raam,0.5789
original,image_470.jpg,Raam,0.5298
original,image_470.jpg,Raam,0.5844
original,image_470.jpg,Raam,0.4208
original,image_470.jpg,Deur,0.7822
original,image_470.jpg,Raam,0.7373
original,image_470.jpg,Raam,0.387
original,image_471.jpg,Raam,0.5149
original,image_473.jpg,Raam,0.711
original,image_473.jpg,Raam,0.5186
original,image_473.jpg,Zonnepaneel,0.8765
original,image_473.jpg,Deur,0.5488
original,image_477.jpg,Raam,0.5934
original,image_477.jpg,Raam,0.6489
original,image_477.jpg,Raam,0.4507
original,image_477.jpg,Raam,0.4739
original,image_477.jpg,Raam,0.6505
original,image_477.jpg,Raam,0.4287
original,image_478.jpg,Raam,0.8168
original,image_478.jpg,Raam,0.4586
original,image_478.jpg,Raam,0.6739
original,image_479.jpg,Raam,0.501
original,image_479.jpg,Raam,0.3189
original,image_479.jpg,Raam,0.4008
original,image_479.jpg,Raam,0.6887
original,image_479.jpg,Raam,0.6353
original,image_479.jpg,Deur,0.4665
original,image_479.jpg,Zonnepaneel,0.7959
original,image_479.jpg,Deur,0.551
original,image_48.jpg,Raam,0.906
original,image_48.jpg,Raam,0.902
original,image_48.jpg,Raam,0.7801
original,image_48.jpg,Raam,0.3084
original,image_48.jpg,Raam,0.9272
original,image_48.jpg,Raam,0.8007
original,image_48.jpg,Deur,0.9265
original,image_48.jpg,Deur,0.5503
original,image_48.jpg,Raam,0.7793
original,image_48.jpg,Raam,0.4531
original,image_48.jpg,Raam,0.6377
original,image_480.jpg,Raam,0.6701
original,image_480.jpg,Raam,0.5169
original,image_480.jpg,Raam,0.5231
original,image_480.jpg,Raam,0.3598
original,image_480.jpg,Raam,0.4545
original,image_480.jpg,Raam,0.4963
original,image_480.jpg,Raam,0.5352
original,image_480.jpg,Raam,0.5706
original,image_480.jpg,Deur,0.3905
original,image_480.jpg,Raam,0.4801
original,image_481.jpg,Raam,0.7155
original,image_481.jpg,Raam,0.5402
original,image_481.jpg,Raam,0.5397
original,image_481.jpg,Raam,0.7821
original,image_482.jpg,Raam,0.6074
original,image_482.jpg,Raam,0.5943
original,image_482.jpg,Raam,0.4299
original,image_483.jpg,Zonnepaneel,0.7648
original,image_483.jpg,Zonnepaneel,0.9496
original,image_483.jpg,Zonnepaneel,0.8061
original,image_483.jpg,Deur,0.7039
original,image_483.jpg,Raam,0.3117
original,image_484.jpg,Deur,0.3507
original,image_484.jpg,Raam,0.8726
original,image_484.jpg,Raam,0.455
original,image_484.jpg,Raam,0.6569
original,image_484.jpg,Deur,0.7947
original,image_484.jpg,Raam,0.5624
original,image_484.jpg,Raam,0.4084
original,image_484.jpg,Raam,0.7613
original,image_484.jpg,Deur,0.3955
original,image_484.jpg,Raam,0.627
original,image_485.jpg,Deur,0.7914
original,image_485.jpg,Raam,0.3657
original,image_485.jpg,Deur,0.6739
original,image_485.jpg,Raam,0.7703
original,image_486.jpg,Raam,0.4166
original,image_486.jpg,Raam,0.5781
original,image_486.jpg,Raam,0.7633
original,image_486.jpg,Deur,0.4955
original,image_487.jpg,Raam,0.6997
original,image_487.jpg,Deur,0.7172
original,image_487.jpg,Deur,0.7047
original,image_487.jpg,Raam,0.3493
original,image_489.jpg,Deur,0.6508
original,image_489.jpg,Deur,0.5164
original,image_489.jpg,Deur,0.347
original,image_49.jpg,Raam,0.747
original,image_49.jpg,Raam,0.8654
original,image_49.jpg,Raam,0.6298
original,image_49.jpg,Raam,0.8224
original,image_49.jpg,Raam,0.7435
original,image_49.jpg,Raam,0.67
original,image_490.jpg,Raam,0.3798
original,image_490.jpg,Raam,0.3563
original,image_490.jpg,Raam,0.3271
original,image_490.jpg,Raam,0.347
original,image_490.jpg,Raam,0.3879
original,image_490.jpg,Raam,0.3686
original,image_492.jpg,Raam,0.4515
original,image_492.jpg,Raam,0.509
original,image_492.jpg,Raam,0.427
original,image_492.jpg,Raam,0.3874
original,image_492.jpg,Raam,0.712
original,image_493.jpg,Raam,0.4731
original,image_493.jpg,Deur,0.8176
original,image_493.jpg,Raam,0.5915
original,image_493.jpg,Raam,0.6908
original,image_493.jpg,Raam,0.428
original,image_493.jpg,Raam,0.5754
original,image_493.jpg,Raam,0.5715
original,image_493.jpg,Raam,0.3107
original,image_493.jpg,Raam,0.8601
original,image_494.jpg,Raam,0.3003
original,image_494.jpg,Raam,0.6647
original,image_494.jpg,Deur,0.4271
original,image_495.jpg,Deur,0.8412
original,image_495.jpg,Raam,0.3536
original,image_495.jpg,Deur,0.8445
original,image_495.jpg,Raam,0.5646
original,image_495.jpg,Raam,0.4346
original,image_495.jpg,Raam,0.4834
original,image_495.jpg,Raam,0.5591
original,image_495.jpg,Raam,0.6948
original,image_496.jpg,Raam,0.3604
original,image_496.jpg,Deur,0.4695
original,image_496.jpg,Raam,0.5223
original,image_496.jpg,Raam,0.7644
original,image_496.jpg,Deur,0.6388
original,image_496.jpg,Raam,0.8252
original,image_496.jpg,Raam,0.4332
original,image_497.jpg,Deur,0.6935
original,image_497.jpg,Raam,0.7187
original,image_497.jpg,Raam,0.3269
original,image_497.jpg,Deur,0.8357
original,image_497.jpg,Raam,0.3834
original,image_497.jpg,Raam,0.361
original,image_497.jpg,Raam,0.6172
original,image_51.jpg,Raam,0.7193
original,image_51.jpg,Deur,0.3366
original,image_51.jpg,Deur,0.3012
original,image_52.jpg,Raam,0.9252
original,image_52.jpg,Deur,0.7335
original,image_52.jpg,Raam,0.8547
original,image_52.jpg,Deur,0.9031
original,image_52.jpg,Raam,0.8583
original,image_52.jpg,Raam,0.8437
original,image_52.jpg,Raam,0.466
original,image_54.jpg,Raam,0.7141
original,image_54.jpg,Raam,0.7939
original,image_54.jpg,Deur,0.4272
original,image_54.jpg,Raam,0.8389
original,image_54.jpg,Raam,0.8288
original,image_54.jpg,Raam,0.8387
original,image_54.jpg,Raam,0.6691
original,image_54.jpg,Raam,0.8286
original,image_54.jpg,Deur,0.6962
original,image_54.jpg,Raam,0.8887
original,image_56.jpg,Raam,0.3147
original,image_56.jpg,Raam,0.8511
original,image_56.jpg,Raam,0.3462
original,image_56.jpg,Raam,0.5092
original,image_56.jpg,Raam,0.3361
original,image_56.jpg,Raam,0.3908
original,image_57.jpg,Raam,0.829
original,image_57.jpg,Raam,0.9011
original,image_57.jpg,Raam,0.8631
original,image_57.jpg,Raam,0.5204
original,image_57.jpg,Raam,0.8579
original,image_59.jpg,Deur,0.6157
original,image_59.jpg,Deur,0.893
original,image_59.jpg,Raam,0.5312
original,image_59.jpg,Raam,0.941
original,image_59.jpg,Raam,0.3639
original,image_59.jpg,Raam,0.3059
original,image_59.jpg,Raam,0.5769
original,image_59.jpg,Raam,0.9515
original,image_59.jpg,Deur,0.4381
original,image_60.jpg,Zonnepaneel,0.4291
original,image_60.jpg,Zonnepaneel,0.9458
original,image_60.jpg,Raam,0.358
original,image_60.jpg,Raam,0.9391
original,image_61.jpg,Raam,0.8446
original,image_61.jpg,Raam,0.7537
original,image_61.jpg,Raam,0.8471
original,image_61.jpg,Raam,0.7955
original,image_61.jpg,Raam,0.3426
original,image_61.jpg,Raam,0.9224
original,image_62.jpg,Deur,0.9306
original,image_62.jpg,Raam,0.7652
original,image_62.jpg,Raam,0.7748
original,image_62.jpg,Raam,0.9182
original,image_62.jpg,Raam,0.8725
original,image_66.jpg,Raam,0.7835
original,image_69.jpg,Deur,0.94
original,image_69.jpg,Deur,0.9174
original,image_7.jpg,Raam,0.7363
original,image_7.jpg,Raam,0.6204
original,image_7.jpg,Raam,0.8111
original,image_7.jpg,Raam,0.7398
original,image_71.jpg,Deur,0.9406
original,image_71.jpg,Deur,0.9618
original,image_71.jpg,Raam,0.3007
original,image_71.jpg,Raam,0.9634
original,image_71.jpg,Raam,0.8921
original,image_71.jpg,Raam,0.8005
original,image_72.jpg,Raam,0.8502
original,image_72.jpg,Raam,0.6701
original,image_72.jpg,Deur,0.9239
original,image_72.jpg,Raam,0.7353
original,image_72.jpg,Deur,0.7821
original,image_72.jpg,Raam,0.6917
original,image_72.jpg,Raam,0.6915
original,image_72.jpg,Deur,0.6412
original,image_72.jpg,Raam,0.8049
original,image_72.jpg,Raam,0.6332
original,image_72.jpg,Deur,0.8433
original,image_72.jpg,Raam,0.5303
original,image_72.jpg,Raam,0.9067
original,image_72.jpg,Raam,0.4376
original,image_72.jpg,Raam,0.3549
original,image_72.jpg,Raam,0.7952
original,image_72.jpg,Raam,0.4388
original,image_72.jpg,Deur,0.6931
original,image_72.jpg,Raam,0.321
original,image_72.jpg,Deur,0.4039
original,image_73.jpg,Deur,0.6865
original,image_73.jpg,Raam,0.3286
original,image_77.jpg,Deur,0.7642
original,image_77.jpg,Raam,0.4095
original,image_77.jpg,Raam,0.8758
original,image_77.jpg,Raam,0.8447
original,image_78.jpg,Zonnepaneel,0.9431
original,image_78.jpg,Deur,0.7807
original,image_78.jpg,Zonnepaneel,0.8744
original,image_78.jpg,Raam,0.9456
original,image_78.jpg,Zonnepaneel,0.3972
original,image_78.jpg,Raam,0.3899
original,image_78.jpg,Raam,0.3869
original,image_78.jpg,Zonnepaneel,0.7474
original,image_78.jpg,Zonnepaneel,0.3057
original,image_78.jpg,Raam,0.8402
original,image_78.jpg,Deur,0.787
original,image_78.jpg,Zonnepaneel,0.8582
original,image_78.jpg,Zonnepaneel,0.356
original,image_78.jpg,Raam,0.9491
original,image_78.jpg,Raam,0.7289
original,image_78.jpg,Raam,0.3781
original,image_78.jpg,Raam,0.3933
original,image_78.jpg,Deur,0.578
original,image_78.jpg,Raam,0.6766
original,image_78.jpg,Raam,0.8691
original,image_78.jpg,Raam,0.3961
original,image_78.jpg,Raam,0.4469
original,image_78.jpg,Raam,0.776
original,image_78.jpg,Deur,0.7806
original,image_78.jpg,Zonnepaneel,0.701
original,image_78.jpg,Zonnepaneel,0.7916
original,image_78.jpg,Raam,0.3707
original,image_78.jpg,Zonnepaneel,0.5766
original,image_78.jpg,Zonnepaneel,0.6718
original,image_78.jpg,Zonnepaneel,0.9475
original,image_78.jpg,Raam,0.8288
original,image_78.jpg,Zonnepaneel,0.6844
original,image_78.jpg,Raam,0.8716
original,image_78.jpg,Raam,0.5671
original,image_79.jpg,Raam,0.7829
original,image_79.jpg,Raam,0.8154
original,image_79.jpg,Raam,0.3107
original,image_79.jpg,Raam,0.9256
original,image_79.jpg,Raam,0.9598
original,image_79.jpg,Raam,0.3056
original,image_79.jpg,Raam,0.3607
original,image_79.jpg,Raam,0.3441
original,image_79.jpg,Raam,0.6905
original,image_79.jpg,Deur,0.8709
original,image_79.jpg,Raam,0.3568
original,image_79.jpg,Deur,0.9197
original,image_79.jpg,Deur,0.9109
original,image_79.jpg,Deur,0.3648
original,image_79.jpg,Deur,0.3211
original,image_79.jpg,Deur,0.6353
original,image_8.jpg,Raam,0.3527
original,image_8.jpg,Raam,0.603
original,image_8.jpg,Raam,0.3226
original,image_8.jpg,Raam,0.344
original,image_8.jpg,Deur,0.644
original,image_8.jpg,Raam,0.8979
original,image_8.jpg,Deur,0.5124
original,image_8.jpg,Raam,0.8621
original,image_8.jpg,Raam,0.4036
original,image_8.jpg,Deur,0.4507
original,image_8.jpg,Raam,0.4119
original,image_8.jpg,Raam,0.341
original,image_8.jpg,Raam,0.8934
original,image_8.jpg,Raam,0.7738
original,image_8.jpg,Raam,0.4715
original,image_8.jpg,Raam,0.801
original,image_80.jpg,Raam,0.7094
original,image_82.jpg,Raam,0.558
original,image_82.jpg,Deur,0.3498
original,image_82.jpg,Deur,0.3307
original,image_85.jpg,Raam,0.5808
original,image_85.jpg,Raam,0.3073
original,image_85.jpg,Raam,0.9155
original,image_85.jpg,Raam,0.4519
original,image_85.jpg,Raam,0.8597
original,image_85.jpg,Raam,0.5401
original,image_85.jpg,Raam,0.7285
original,image_85.jpg,Raam,0.7395
original,image_86.jpg,Raam,0.356
original,image_86.jpg,Deur,0.9465
original,image_86.jpg,Raam,0.7013
original,image_86.jpg,Deur,0.8448
original,image_86.jpg,Raam,0.3626
original,image_86.jpg,Raam,0.3436
original,image_86.jpg,Raam,0.745
original,image_86.jpg,Raam,0.361
original,image_87.jpg,Deur,0.8598
original,image_87.jpg,Raam,0.6021
original,image_87.jpg,Raam,0.7133
original,image_87.jpg,Raam,0.5468
original,image_87.jpg,Raam,0.8394
original,image_88.jpg,Raam,0.3907
original,image_88.jpg,Raam,0.3863
original,image_9.jpg,Raam,0.6162
original,image_9.jpg,Raam,0.4462
original,image_9.jpg,Raam,0.6812
original,image_9.jpg,Raam,0.3833
original,image_9.jpg,Raam,0.8401
original,image_9.jpg,Raam,0.9127
original,image_90.jpg,Raam,0.7447
original,image_90.jpg,Raam,0.6135
original,image_90.jpg,Raam,0.3614
original,image_90.jpg,Raam,0.3661
original,image_90.jpg,Raam,0.8991
original,image_90.jpg,Zonnepaneel,0.8948
original,image_90.jpg,Zonnepaneel,0.4168
original,image_90.jpg,Raam,0.7449
original,image_90.jpg,Raam,0.5093
original,image_90.jpg,Raam,0.5548
original,image_90.jpg,Zonnepaneel,0.8436
original,image_90.jpg,Zonnepaneel,0.4289
original,image_90.jpg,Raam,0.3779
original,image_91.jpg,Raam,0.7971
original,image_91.jpg,Raam,0.8979
original,image_91.jpg,Raam,0.9079
original,image_91.jpg,Raam,0.7995
original,image_91.jpg,Raam,0.5931
original,image_91.jpg,Deur,0.8202
original,image_91.jpg,Raam,0.5815
original,image_91.jpg,Raam,0.3353
original,image_91.jpg,Deur,0.7432
original,image_92.jpg,Raam,0.5755
original,image_92.jpg,Raam,0.5329
original,image_92.jpg,Raam,0.6404
original,image_92.jpg,Raam,0.7565
original,image_92.jpg,Raam,0.661
original,image_92.jpg,Deur,0.7675
original,image_92.jpg,Raam,0.6829
original,image_92.jpg,Raam,0.4343
original,image_93.jpg,Deur,0.9307
original,image_93.jpg,Raam,0.9063
original,image_93.jpg,Raam,0.769
original,image_93.jpg,Raam,0.9022
original,image_93.jpg,Deur,0.6835
original,image_93.jpg,Raam,0.4724
original,image_93.jpg,Raam,0.8667
original,image_93.jpg,Raam,0.8322
original,image_93.jpg,Deur,0.8837
original,image_93.jpg,Raam,0.7896
original,image_93.jpg,Raam,0.9621
original,image_93.jpg,Deur,0.8745
original,image_93.jpg,Raam,0.9075
original,image_93.jpg,Raam,0.9318
original,image_95.jpg,Deur,0.4317
original,image_95.jpg,Raam,0.7736
original,image_95.jpg,Raam,0.9265
original,image_95.jpg,Raam,0.4259
original,image_96.jpg,Raam,0.3012
original,image_96.jpg,Raam,0.3282
original,image_96.jpg,Deur,0.795
original,image_96.jpg,Raam,0.6065
original,image_96.jpg,Raam,0.4231
original,image_96.jpg,Raam,0.3709
original,image_96.jpg,Raam,0.7297
original,image_96.jpg,Raam,0.3779
original,image_97.jpg,Deur,0.9535
original,image_97.jpg,Raam,0.7956
original,image_97.jpg,Raam,0.7755
original,image_97.jpg,Deur,0.3524
original,image_99.jpg,Raam,0.3094
original,image_99.jpg,Raam,0.3085
original,image_99.jpg,Raam,0.3886
original,image_99.jpg,Raam,0.3939
original,image_99.jpg,Raam,0.7131
original,image_99.jpg,Raam,0.3643
original,image_99.jpg,Raam,0.6702
original,image_99.jpg,Deur,0.33
original,image_99.jpg,Raam,0.3812
resized,image_10.jpg,Raam,0.9132
resized,image_10.jpg,Raam,0.0
resized,image_10.jpg,Zonnepaneel,0.9151
resized,image_10.jpg,Raam,0.826
resized,image_103.jpg,Raam,0.7935
resized,image_103.jpg,Raam,0.0
resized,image_103.jpg,Deur,0.9368
resized,image_103.jpg,Raam,0.0
resized,image_103.jpg,Raam,0.9146
resized,image_103.jpg,Raam,0.9092
resized,image_103.jpg,Raam,0.5512
resized,image_103.jpg,Raam,0.0
resized,image_103.jpg,Deur,0.0
resized,image_103.jpg,Raam,0.8825
resized,image_103.jpg,Raam,0.5353
resized,image_103.jpg,Raam,0.8754
resized,image_103.jpg,Raam,0.8939
resized,image_103.jpg,Raam,0.9463
resized,image_104.jpg,Deur,0.969
resized,image_104.jpg,Deur,0.9471
resized,image_104.jpg,Deur,0.9606
resized,image_104.jpg,Raam,0.0
resized,image_104.jpg,Raam,0.0
resized,image_104.jpg,Raam,0.9456
resized,image_105.jpg,Deur,0.9232
resized,image_105.jpg,Raam,0.9158
resized,image_105.jpg,Raam,0.9094
resized,image_107.jpg,Deur,0.9605
resized,image_107.jpg,Raam,0.957
resized,image_107.jpg,Raam,0.9206
resized,image_107.jpg,Raam,0.8845
resized,image_109.jpg,Raam,0.8383
resized,image_109.jpg,Deur,0.4504
resized,image_109.jpg,Raam,0.0
resized,image_109.jpg,Deur,0.4805
resized,image_109.jpg,Deur,0.0
resized,image_109.jpg,Deur,0.0
resized,image_110.jpg,Raam,0.897
resized,image_110.jpg,Raam,0.9029
resized,image_110.jpg,Raam,0.8957
resized,image_110.jpg,Raam,0.8944
resized,image_110.jpg,Raam,0.8764
resized,image_110.jpg,Raam,0.3883
resized,image_110.jpg,Raam,0.097
resized,image_110.jpg,Raam,0.3569
resized,image_110.jpg,Raam,0.9623
resized,image_110.jpg,Raam,0.0
resized,image_110.jpg,Raam,0.3545
resized,image_110.jpg,Raam,0.3566
resized,image_110.jpg,Deur,0.9373
resized,image_110.jpg,Raam,0.0
resized,image_111.jpg,Raam,0.2389
resized,image_111.jpg,Raam,0.7892
resized,image_111.jpg,Raam,0.9038
resized,image_111.jpg,Raam,0.9648
resized,image_111.jpg,Raam,0.0
resized,image_111.jpg,Deur,0.9214
resized,image_111.jpg,Raam,0.0
resized,image_111.jpg,Raam,0.0
resized,image_111.jpg,Raam,0.7683
resized,image_111.jpg,Raam,0.0
resized,image_112.jpg,Raam,0.9035
resized,image_112.jpg,Raam,0.7638
resized,image_112.jpg,Raam,0.9429
resized,image_112.jpg,Deur,0.954
resized,image_112.jpg,Raam,0.8837
resized,image_113.jpg,Raam,0.9711
resized,image_113.jpg,Raam,0.9697
resized,image_113.jpg,Deur,0.9121
resized,image_113.jpg,Raam,0.9713
resized,image_113.jpg,Raam,0.9539
resized,image_113.jpg,Raam,0.8918
resized,image_113.jpg,Raam,0.0
resized,image_113.jpg,Raam,0.9706
resized,image_114.jpg,Raam,0.0
resized,image_114.jpg,Deur,0.9572
resized,image_114.jpg,Raam,0.8431
resized,image_114.jpg,Deur,0.9475
resized,image_114.jpg,Raam,0.8785
resized,image_114.jpg,Raam,0.9247
resized,image_114.jpg,Raam,0.9571
resized,image_114.jpg,Raam,0.8155
resized,image_114.jpg,Raam,0.8796
resized,image_114.jpg,Raam,0.0
resized,image_123.jpg,Raam,0.962
resized,image_123.jpg,Deur,0.9566
resized,image_123.jpg,Zonnepaneel,0.8982
resized,image_123.jpg,Raam,0.0
resized,image_123.jpg,Raam,0.9312
resized,image_123.jpg,Raam,0.4583
resized,image_123.jpg,Deur,0.0
resized,image_124.jpg,Raam,0.8425
resized,image_124.jpg,Raam,0.9341
resized,image_124.jpg,Raam,0.0
resized,image_124.jpg,Deur,0.9293
resized,image_124.jpg,Raam,0.0
resized,image_124.jpg,Raam,0.8236
resized,image_124.jpg,Raam,0.0
resized,image_124.jpg,Raam,0.8836
resized,image_124.jpg,Deur,0.0
resized,image_126.jpg,Deur,0.8565
resized,image_126.jpg,Raam,0.0
resized,image_126.jpg,Raam,0.0
resized,image_126.jpg,Raam,0.8647
resized,image_126.jpg,Raam,0.0
resized,image_126.jpg,Raam,0.87
resized,image_126.jpg,Raam,0.8363
resized,image_126.jpg,Raam,0.8808
resized,image_126.jpg,Raam,0.0
resized,image_126.jpg,Raam,0.0
resized,image_126.jpg,Raam,0.8711
resized,image_126.jpg,Zonnepaneel,0.0
resized,image_126.jpg,Zonnepaneel,0.0
resized,image_126.jpg,Raam,0.857
resized,image_126.jpg,Raam,0.0
resized,image_126.jpg,Raam,0.842
resized,image_126.jpg,Raam,0.0
resized,image_126.jpg,Deur,0.867
resized,image_129.jpg,Raam,0.9202
resized,image_129.jpg,Raam,0.0
resized,image_129.jpg,Raam,0.9197
resized,image_129.jpg,Raam,0.0
resized,image_13.jpg,Raam,0.0
resized,image_13.jpg,Raam,0.0
resized,image_13.jpg,Raam,0.0
resized,image_130.jpg,Deur,0.9344
resized,image_130.jpg,Raam,0.9187
resized,image_130.jpg,Deur,0.9384
resized,image_130.jpg,Raam,0.5358
resized,image_130.jpg,Raam,0.0
resized,image_131.jpg,Raam,0.9444
resized,image_131.jpg,Raam,0.8937
resized,image_131.jpg,Deur,0.911
resized,image_131.jpg,Deur,0.9017
resized,image_131.jpg,Raam,0.0
resized,image_131.jpg,Deur,0.9498
resized,image_131.jpg,Raam,0.4783
resized,image_131.jpg,Raam,0.9537
resized,image_131.jpg,Raam,0.9073
resized,image_131.jpg,Raam,0.9368
resized,image_131.jpg,Raam,0.8123
resized,image_132.jpg,Deur,0.9075
resized,image_132.jpg,Deur,0.8726
resized,image_132.jpg,Deur,0.8363
resized,image_132.jpg,Deur,0.0
resized,image_133.jpg,Raam,0.883
resized,image_133.jpg,Raam,0.8891
resized,image_133.jpg,Raam,0.8763
resized,image_133.jpg,Deur,0.6815
resized,image_133.jpg,Deur,0.0
resized,image_133.jpg,Raam,0.0
resized,image_133.jpg,Raam,0.6256
resized,image_135.jpg,Deur,0.9139
resized,image_135.jpg,Raam,0.6302
resized,image_135.jpg,Raam,0.0
resized,image_135.jpg,Raam,0.0
resized,image_136.jpg,Raam,0.9559
resized,image_136.jpg,Raam,0.9248
resized,image_136.jpg,Raam,0.8532
resized,image_136.jpg,Deur,0.9163
resized,image_136.jpg,Deur,0.9633
resized,image_136.jpg,Raam,0.6281
resized,image_136.jpg,Raam,0.923
resized,image_137.jpg,Raam,0.8904
resized,image_137.jpg,Raam,0.9256
resized,image_137.jpg,Raam,0.0
resized,image_137.jpg,Raam,0.0
resized,image_138.jpg,Raam,0.9434
resized,image_138.jpg,Raam,0.932
resized,image_138.jpg,Raam,0.9356
resized,image_138.jpg,Deur,0.9283
resized,image_138.jpg,Raam,0.8924
resized,image_138.jpg,Raam,0.9676
resized,image_138.jpg,Raam,0.0
resized,image_138.jpg,Raam,0.9466
resized,image_138.jpg,Raam,0.912
resized,image_139.jpg,Raam,0.8591
resized,image_139.jpg,Raam,0.9176
resized,image_139.jpg,Raam,0.929
resized,image_139.jpg,Raam,0.9336
resized,image_139.jpg,Raam,0.8447
resized,image_139.jpg,Raam,0.0
resized,image_139.jpg,Raam,0.9745
resized,image_139.jpg,Deur,0.8854
resized,image_139.jpg,Deur,0.0
resized,image_139.jpg,Raam,0.9412
resized,image_139.jpg,Deur,0.8093
resized,image_139.jpg,Raam,0.0
resized,image_14.jpg,Deur,0.0
resized,image_14.jpg,Deur,0.0
resized,image_14.jpg,Raam,0.8799
resized,image_141.jpg,Raam,0.9264
resized,image_141.jpg,Deur,0.911
resized,image_141.jpg,Raam,0.868
resized,image_141.jpg,Zonnepaneel,0.0
resized,image_146.jpg,Raam,0.9221
resized,image_146.jpg,Deur,0.7386
resized,image_146.jpg,Raam,0.5761
resized,image_146.jpg,Raam,0.9152
resized,image_146.jpg,Raam,0.8525
resized,image_146.jpg,Raam,0.6094
resized,image_146.jpg,Raam,0.9276
resized,image_146.jpg,Raam,0.9007
resized,image_146.jpg,Raam,0.5725
resized,image_146.jpg,Raam,0.8904
resized,image_146.jpg,Raam,0.955
resized,image_147.jpg,Raam,0.0
resized,image_147.jpg,Raam,0.9334
resized,image_147.jpg,Raam,0.8719
resized,image_147.jpg,Zonnepaneel,0.0
resized,image_147.jpg,Zonnepaneel,0.8807
resized,image_147.jpg,Zonnepaneel,0.0
resized,image_148.jpg,Raam,0.9686
resized,image_148.jpg,Deur,0.9487
resized,image_148.jpg,Raam,0.9282
resized,image_148.jpg,Raam,0.73
resized,image_148.jpg,Deur,0.9468
resized,image_148.jpg,Raam,0.8918
resized,image_148.jpg,Deur,0.8848
resized,image_148.jpg,Raam,0.0
resized,image_148.jpg,Raam,0.0
resized,image_148.jpg,Deur,0.7718
resized,image_148.jpg,Deur,0.96
resized,image_15.jpg,Zonnepaneel,0.9365
resized,image_15.jpg,Deur,0.9444
resized,image_15.jpg,Raam,0.8656
resized,image_15.jpg,Deur,0.0
resized,image_151.jpg,Raam,0.0
resized,image_156.jpg,Raam,0.0
resized,image_156.jpg,Raam,0.9093
resized,image_156.jpg,Raam,0.2757
resized,image_156.jpg,Raam,0.7588
resized,image_157.jpg,Deur,0.9406
resized,image_157.jpg,Deur,0.9515
resized,image_157.jpg,Raam,0.888
